date,temperature,humidity,pressure
04/08/2021 10:57:21,290.15,39,1018
04/08/2021 11:07:22,290.15,39,1018
04/08/2021 11:17:22,292.15,24,1017
04/08/2021 11:27:22,292.15,24,1017
04/08/2021 11:37:22,292.15,24,1017
04/08/2021 11:47:22,292.15,24,1017
04/08/2021 11:57:22,292.15,24,1017
04/08/2021 12:07:22,292.15,24,1017
04/08/2021 12:17:22,292.15,24,1017
04/08/2021 12:27:22,293.15,17,1017
04/08/2021 12:37:23,293.15,17,1017
04/08/2021 12:47:23,293.15,17,1017
04/08/2021 12:57:23,293.15,17,1017
04/08/2021 13:07:23,293.15,17,1017
04/08/2021 13:17:24,293.15,17,1017
04/08/2021 13:27:24,293.15,40,1016
04/08/2021 13:37:24,293.15,40,1016
04/08/2021 13:47:24,293.15,40,1016
04/08/2021 13:57:24,293.15,40,1016
04/08/2021 14:07:25,293.15,40,1016
04/08/2021 14:17:25,293.15,40,1016
04/08/2021 14:27:25,292.15,39,1016
04/08/2021 14:37:25,292.15,39,1016
04/08/2021 14:47:25,292.15,39,1016
04/08/2021 14:57:26,292.15,39,1016
04/08/2021 15:07:26,292.15,39,1016
04/08/2021 15:17:26,292.15,39,1016
04/08/2021 15:27:26,292.15,39,1016
04/08/2021 15:37:26,292.15,39,1016
04/08/2021 15:47:27,292.15,39,1016
04/08/2021 15:57:27,292.15,39,1016
04/08/2021 16:07:27,292.15,39,1016
04/08/2021 16:17:27,292.15,39,1016
04/08/2021 16:27:27,292.15,42,1015
04/08/2021 16:37:28,292.15,42,1015
04/08/2021 16:47:28,292.15,42,1015
04/08/2021 16:57:28,292.15,42,1015
04/08/2021 17:07:28,292.15,42,1015
04/08/2021 17:17:28,292.15,42,1015
04/08/2021 17:27:29,290.15,45,1015
04/08/2021 17:37:29,290.15,45,1015
04/08/2021 17:47:29,290.15,45,1015
04/08/2021 17:57:29,290.15,45,1015
04/08/2021 18:07:29,290.15,45,1015
04/08/2021 18:17:30,290.15,45,1015
04/08/2021 18:27:30,289.15,48,1016
04/08/2021 18:37:30,289.15,48,1016
04/08/2021 18:47:30,289.15,48,1016
04/08/2021 18:57:30,289.15,48,1016
04/08/2021 19:07:31,289.15,48,1016
04/08/2021 19:17:31,289.15,48,1016
04/08/2021 19:27:31,288.15,55,1016
04/08/2021 19:37:31,288.15,55,1016
04/08/2021 19:47:31,288.15,55,1016
04/08/2021 19:57:32,288.15,55,1016
04/08/2021 20:07:32,288.15,55,1016
04/08/2021 20:17:32,287.15,54,1017
04/08/2021 20:27:32,287.15,54,1017
04/08/2021 20:37:32,287.15,54,1017
04/08/2021 20:47:32,287.15,54,1017
04/08/2021 20:57:33,287.15,54,1017
04/08/2021 21:07:33,287.15,54,1017
04/08/2021 21:17:33,287.15,58,1018
04/08/2021 21:27:33,287.15,58,1018
04/08/2021 21:37:33,287.15,58,1018
04/08/2021 21:47:33,287.15,58,1018
04/08/2021 21:57:34,287.15,58,1018
04/08/2021 22:07:34,287.15,58,1018
04/08/2021 22:17:34,287.15,58,1018
04/08/2021 22:27:34,286.15,67,1018
04/08/2021 22:37:34,286.15,67,1018
04/08/2021 22:47:34,286.15,67,1018
04/08/2021 22:57:35,286.15,67,1018
04/08/2021 23:07:35,286.15,67,1018
04/08/2021 23:17:35,286.15,67,1018
04/08/2021 23:27:35,285.15,71,1019
04/08/2021 23:37:35,285.15,71,1019
04/08/2021 23:47:36,285.15,71,1019
04/08/2021 23:57:36,285.15,71,1019
04/09/2021 00:07:36,285.15,71,1019
04/09/2021 00:17:36,285.15,71,1019
04/09/2021 00:27:36,285.15,71,1019
04/09/2021 00:37:37,284.15,76,1019
04/09/2021 00:47:37,284.15,76,1019
04/09/2021 00:57:38,284.15,76,1019
04/09/2021 01:07:39,284.15,76,1019
04/09/2021 01:17:39,284.15,76,1019
04/09/2021 01:27:39,283.15,76,1019
04/09/2021 01:37:39,283.15,76,1019
04/09/2021 01:47:39,283.15,76,1019
04/09/2021 01:57:39,283.15,76,1019
04/09/2021 02:07:40,283.15,76,1019
04/09/2021 02:17:40,282.15,81,1019
04/09/2021 02:27:40,282.15,81,1019
04/09/2021 02:37:40,282.15,81,1019
04/09/2021 02:47:40,282.15,81,1019
04/09/2021 02:57:41,282.15,81,1019
04/09/2021 03:07:41,282.15,81,1019
04/09/2021 03:17:41,282.15,81,1019
04/09/2021 03:27:41,283.15,81,1019
04/09/2021 03:37:41,283.15,81,1019
04/09/2021 03:47:42,283.15,81,1019
04/09/2021 03:57:42,283.15,81,1019
04/09/2021 04:07:42,283.15,81,1019
04/09/2021 04:17:42,281.15,87,1019
04/09/2021 04:27:42,281.15,87,1019
04/09/2021 04:37:43,281.15,87,1019
04/09/2021 04:47:43,281.15,87,1019
04/09/2021 04:57:43,281.15,87,1019
04/09/2021 05:07:43,281.15,87,1019
04/09/2021 05:17:43,281.15,87,1019
04/09/2021 05:27:44,281.15,87,1019
04/09/2021 05:37:44,282.15,81,1020
04/09/2021 05:47:44,282.15,81,1020
04/09/2021 05:57:44,282.15,81,1020
04/09/2021 06:07:44,282.15,81,1020
04/09/2021 06:17:44,282.15,81,1020
04/09/2021 06:27:44,281.15,87,1021
04/09/2021 06:37:45,281.15,87,1021
04/09/2021 06:47:45,281.15,87,1021
04/09/2021 06:57:45,281.15,87,1021
04/09/2021 07:07:45,281.15,87,1021
04/09/2021 07:17:45,281.15,87,1021
04/09/2021 07:27:46,282.15,87,1022
04/09/2021 07:37:46,282.15,87,1022
04/09/2021 07:47:46,282.15,87,1022
04/09/2021 07:57:46,282.15,87,1022
04/09/2021 08:07:46,282.15,87,1022
04/09/2021 08:17:46,282.15,87,1022
04/09/2021 08:27:47,284.15,76,1023
04/09/2021 08:37:47,284.15,76,1023
04/09/2021 08:47:47,284.15,76,1023
04/09/2021 08:57:47,284.15,76,1023
04/09/2021 09:07:47,284.15,76,1023
04/09/2021 09:17:48,284.15,76,1023
04/09/2021 09:27:48,286.15,67,1023
04/09/2021 09:37:48,286.15,67,1023
04/09/2021 09:47:48,286.15,67,1023
04/09/2021 09:57:48,286.15,67,1023
04/09/2021 10:07:49,286.15,67,1023
04/09/2021 10:17:49,286.15,67,1023
04/09/2021 10:27:49,289.15,48,1024
04/09/2021 10:37:49,289.15,48,1024
04/09/2021 10:47:49,289.15,48,1024
04/09/2021 10:57:50,289.15,48,1024
04/09/2021 11:07:50,289.15,48,1024
04/09/2021 11:17:50,290.15,39,1024
04/09/2021 11:27:50,290.15,39,1024
04/09/2021 11:37:50,290.15,39,1024
04/09/2021 11:47:51,290.15,39,1024
04/09/2021 11:57:51,290.15,39,1024
04/09/2021 12:07:51,290.15,39,1024
04/09/2021 12:17:51,290.15,39,1024
04/09/2021 12:27:51,290.15,39,1024
04/09/2021 12:37:52,290.15,45,1025
04/09/2021 12:47:52,290.15,45,1025
04/09/2021 12:57:52,290.15,45,1025
04/09/2021 13:07:52,290.15,45,1025
04/09/2021 13:17:52,290.15,45,1025
04/09/2021 13:27:53,290.15,45,1025
04/09/2021 13:37:53,290.15,42,1025
04/09/2021 13:47:53,290.15,42,1025
04/09/2021 13:57:53,290.15,42,1025
04/09/2021 14:07:53,290.15,42,1025
04/09/2021 14:17:54,290.15,42,1025
04/09/2021 14:27:54,289.15,48,1026
04/09/2021 14:37:54,289.15,48,1026
04/09/2021 14:47:54,289.15,48,1026
04/09/2021 14:57:54,289.15,48,1026
04/09/2021 15:07:54,289.15,48,1026
04/09/2021 15:17:55,287.15,54,1026
04/09/2021 15:27:55,287.15,54,1026
04/09/2021 15:37:55,287.15,54,1026
04/09/2021 15:47:55,287.15,54,1026
04/09/2021 15:57:55,287.15,54,1026
04/09/2021 16:07:55,287.15,54,1026
04/09/2021 16:17:56,287.15,54,1026
04/09/2021 16:27:56,287.15,51,1026
04/09/2021 16:37:56,287.15,51,1026
04/09/2021 16:47:56,287.15,51,1026
04/09/2021 16:57:56,287.15,51,1026
04/09/2021 17:07:57,287.15,51,1026
04/09/2021 17:17:57,287.15,47,1027
04/09/2021 17:27:57,287.15,47,1027
04/09/2021 17:37:57,287.15,47,1027
04/09/2021 17:47:57,287.15,47,1027
04/09/2021 17:57:58,287.15,47,1027
04/09/2021 18:07:58,287.15,47,1027
04/09/2021 18:17:58,285.15,50,1027
04/09/2021 18:27:58,285.15,50,1027
04/09/2021 18:37:58,285.15,50,1027
04/09/2021 18:47:59,285.15,50,1027
04/09/2021 18:57:59,285.15,50,1027
04/09/2021 19:07:59,285.15,50,1027
04/09/2021 19:17:59,285.15,50,1027
04/09/2021 19:27:59,285.15,47,1028
04/09/2021 19:38:00,285.15,47,1028
04/09/2021 19:48:00,285.15,47,1028
04/09/2021 19:58:00,285.15,47,1028
04/09/2021 20:08:00,285.15,47,1028
