date,temperature,humidity,pressure
04/07/2021 08:03:34,280.15,87,1021
04/07/2021 08:13:34,280.15,87,1021
04/07/2021 08:23:34,282.51,76,1021
04/07/2021 08:33:35,282.5,76,1021
04/07/2021 08:43:35,282.5,76,1021
04/07/2021 08:53:35,283.85,66,1021
04/07/2021 09:03:35,283.85,66,1021
04/07/2021 09:13:35,284.16,66,1021
04/07/2021 09:23:36,285.18,62,1021
04/07/2021 09:33:36,285.18,62,1021
04/07/2021 09:43:36,285.18,62,1021
04/07/2021 09:53:36,285.49,62,1021
04/07/2021 10:03:37,285.5,62,1021
04/07/2021 10:13:37,285.81,62,1021
04/07/2021 10:23:37,286.89,48,1021
04/07/2021 10:33:37,288.52,48,1021
04/07/2021 10:43:37,288.52,48,1021
04/07/2021 10:53:38,288.83,48,1021
04/07/2021 11:03:38,288.83,48,1021
04/07/2021 11:13:38,288.83,48,1021
04/07/2021 11:23:38,289.85,34,1021
04/07/2021 11:33:38,289.85,34,1021
04/07/2021 11:43:39,290.82,34,1021
04/07/2021 11:53:39,290.82,34,1021
04/07/2021 12:03:39,290.81,34,1021
04/07/2021 12:13:39,290.81,34,1021
04/07/2021 12:23:39,290.81,34,1021
04/07/2021 12:33:40,291.86,34,1020
04/07/2021 12:43:40,291.86,34,1020
04/07/2021 12:53:40,292.67,34,1020
04/07/2021 13:03:40,293.15,34,1020
04/07/2021 13:13:40,293.15,34,1020
04/07/2021 13:23:41,293.62,34,1019
04/07/2021 13:33:41,293.46,34,1019
04/07/2021 13:43:41,293.47,34,1019
04/07/2021 13:53:41,293.15,34,1019
04/07/2021 14:03:41,293.15,34,1019
04/07/2021 14:13:42,293.15,34,1019
04/07/2021 14:23:42,293.47,30,1019
04/07/2021 14:33:42,293.81,30,1019
04/07/2021 14:43:42,293.8,30,1019
04/07/2021 14:53:42,293.8,30,1019
04/07/2021 15:03:43,293.81,30,1019
04/07/2021 15:13:43,293.8,30,1019
04/07/2021 15:23:43,293.79,30,1018
04/07/2021 15:33:43,293.8,30,1018
04/07/2021 15:43:43,293.81,30,1018
04/07/2021 15:53:44,293.8,30,1018
04/07/2021 16:03:44,293.81,30,1018
04/07/2021 16:13:44,293.8,30,1018
04/07/2021 16:23:44,293.46,24,1018
04/07/2021 16:33:44,293.46,24,1018
04/07/2021 16:43:45,293.46,24,1018
04/07/2021 16:53:45,293.46,24,1018
04/07/2021 17:03:45,293.46,24,1018
04/07/2021 17:13:45,293.14,24,1018
04/07/2021 17:23:45,292.14,24,1018
04/07/2021 17:33:45,292.14,24,1018
04/07/2021 17:43:45,292.14,24,1018
04/07/2021 17:53:46,292.14,24,1018
04/07/2021 18:03:46,292.14,24,1018
04/07/2021 18:13:46,291.82,24,1018
04/07/2021 18:23:46,291.82,24,1018
04/07/2021 18:33:46,290.48,23,1017
04/07/2021 18:43:46,290.48,23,1017
04/07/2021 18:53:47,290.48,23,1017
04/07/2021 19:03:47,290.48,23,1017
04/07/2021 19:13:47,290.48,23,1017
04/07/2021 19:23:47,289.46,26,1017
04/07/2021 19:33:47,289.46,26,1017
04/07/2021 19:43:48,289.14,26,1017
04/07/2021 19:53:48,289.14,26,1017
04/07/2021 20:03:48,289.14,26,1017
04/07/2021 20:13:48,289.14,26,1017
04/07/2021 20:23:49,289.14,26,1017
04/07/2021 20:33:49,287.8,35,1018
04/07/2021 20:43:49,287.48,35,1018
04/07/2021 20:53:49,287.49,35,1018
04/07/2021 21:03:49,287.17,35,1018
04/07/2021 21:13:49,287.17,35,1018
04/07/2021 21:23:50,287.17,35,1018
04/07/2021 21:33:50,285.47,58,1018
04/07/2021 21:43:50,285.15,58,1018
04/07/2021 21:53:50,285.16,58,1018
04/07/2021 22:03:50,285.16,58,1018
04/07/2021 22:13:51,285.16,58,1018
04/07/2021 22:23:51,284.16,66,1018
04/07/2021 22:33:51,284.16,66,1018
04/07/2021 22:43:51,284.16,66,1018
04/07/2021 22:53:52,284.16,66,1018
04/07/2021 23:03:52,284.15,66,1018
04/07/2021 23:13:52,283.82,66,1018
04/07/2021 23:23:52,283.17,66,1018
04/07/2021 23:33:52,283.17,66,1018
04/07/2021 23:43:53,283.16,66,1018
04/07/2021 23:53:53,283.16,66,1018
04/08/2021 00:03:53,282.84,66,1018
04/08/2021 00:13:53,282.83,66,1018
04/08/2021 00:23:53,282.84,49,1018
04/08/2021 00:33:54,282.83,49,1018
